text,annotations
we asked for sides which the waiter than admitted that he forgot to put in that part of our order .,"[('waiter', 'service general', 'negative', 'forgot')]"
my chicken was inedible as there were so many fatty lumps which i had to keep spitting out into my napkin .,"[('chicken', 'food quality', 'negative', 'inedible')]"
i would not expect this for a $ 55 dinner .,"[('dinner', 'food quality', 'negative', 'null')]"
by the time we finished our dinner we still had not received one beverage nor hooka !,"[('null', 'service general', 'negative', 'null')]"
what we did do was waste 3 hours being trapped in a table waiting and waiting for food and drinks and hooka . . some of which we never received !,"[('null', 'service general', 'negative', 'null')]"
the only beverage we did receive was water in dirty glasses !,"[('null', 'service general', 'negative', 'dirty')]"
to top it all off . . the main reason we came to your restaurant was for the belly dancers and missed the first show as we were not seated yet and the 2nd belly dancer only danced at two tables in the back of the restaurant and never made it around to the other half of the restaurant .,"[('null', 'service general', 'negative', 'null')]"
"by the time we left our wallets were empty and so were our stomachs and we missed the show we were supposed to see following our dinner , which would have been acceptable if we got to enjoy the experience of good food and belly dancers !","[('null', 'restaurant prices', 'negative', 'null')]"
if it seemed possible to do so while there i would have fought my bill since my dinner portion of my meal was inedible !,"[('meal', 'food quality', 'negative', 'inedible')]"
"i have never left a restaurant feeling as if i was abused , and wasted my hard earned money .","[('restaurant', 'restaurant general', 'negative', 'abused')]"
my husbands birthday and my sons was not as it was intended . . . and we drove two hours to spend too much money to be treated terribly !,"[('null', 'restaurant general', 'negative', 'null')]"
i wish i could be refunded !,"[('null', 'restaurant general', 'negative', 'null')]"
do n ' t go with a larger group than 4 !,"[('null', 'restaurant miscellaneous', 'negative', 'null')]"
"at first we were a little taken aback , as this seemed to present a problem , although the restaurant looked fairly empty , but they hastily put the table together for us .","[('null', 'service general', 'positive', 'null')]"
the menu is fairly simple without much descriptions .,"[('menu', 'food style options', 'neutral', 'simple')]"
"there was no tap beer that evening , which was a disappointment .","[('beer', 'drinks style options', 'negative', 'disappointment')]"
"not much of a selection of bottled beer either , we went with brahma .","[('selection of bottled beer', 'drinks style options', 'negative', 'not much')]"
the appetizers we ordered were served quickly - an order of fried oysters and clams were delicious but a tiny portion ( maybe 3 of each ) .,"[('fried oysters and clams', 'food quality', 'positive', 'delicious')]"
"the lobster knuckles ( special of the day ) were ok , but pretty tasteless .","[('lobster knuckles', 'food style options', 'negative', 'ok')]"
i believe there were 2 shrimp in the ` ` salt encrusted shrimp ' ' appetizer .,"[(""` ` salt encrusted shrimp ' ' appetizer"", 'food style options', 'negative', 'null')]"
"she replied ` ` well it would be more convenient for us if you ordered now , since you are a larger party , and it might get crowded . ' '","[('null', 'service general', 'negative', 'null')]"
the food arrived in about 15 minutes .,"[('null', 'service general', 'neutral', 'null')]"
i had the thai style fried sea bass . . . which was very good .,"[('thai style fried sea bass', 'food quality', 'positive', 'good')]"
"everyone seemed generally happy with their food , except my brother who had the grilled mahi mahi , seemingly drenched in grapfruit juice !","[('food', 'food quality', 'positive', 'happy')]"
i heard the lobster roll was excellent .,"[('lobster roll', 'food quality', 'positive', 'excellent')]"
"they seemed to continue to rush us along , taking plates without asking if we were done ( my sister still had her fork in hand ) .","[('null', 'service general', 'negative', 'null')]"
"all in all the food was good - a little on the expensive side , but fresh .","[('food', 'food quality', 'positive', 'good')]"
service not the friendliest to our ` ` large party ' ' !,"[('service', 'service general', 'negative', 'not the friendliest')]"
probably would not go back here .,"[('null', 'restaurant general', 'negative', 'null')]"
great indian food,"[('indian food', 'food quality', 'positive', 'great')]"
"food was amazing - i love indian food and eat it quite regularly , but i can say this is one of the best i ' ve had .","[('food', 'food quality', 'positive', 'amazing')]"
"very ` ` normal indian food ' ' , but done really well .","[('indian food', 'food style options', 'neutral', 'normal')]"
"also , waiters try to push more food on you , like suggest things as if they are complimentary when they actually cost $ .","[('waiters', 'service general', 'negative', 'null')]"
"but if you ' re prepared to spend some $ and remember to ask if something they offer is complimentary , then this is the place to go for indian food","[('place', 'restaurant prices', 'negative', 'null')]"
one of the best,"[('null', 'restaurant general', 'positive', 'best')]"
"bukhara grill , the tagline says it all . . ` ` indian spice rave ' '","[('bukhara grill', 'restaurant general', 'positive', 'null')]"
the lunch buffet is expensive but is deff worth it .,"[('lunch buffet', 'food prices', 'positive', 'expensive')]"
we have gone for dinner only a few times but the same great quality and service is given .,"[('dinner', 'food quality', 'positive', 'great')]"
bukhara is on my top 5 indian places in nyc,"[('bukhara', 'restaurant general', 'positive', 'top')]"
wretched and retching,"[('null', 'restaurant general', 'negative', 'wretched')]"
i have never been so disgusted by both food an service .,"[('food', 'food quality', 'negative', 'disgusted')]"
for starters they delivered us someone else ' s order .,"[('null', 'service general', 'negative', 'null')]"
"however , once i received my predictably mediocre order of what dokebi thinks passes as korean fair , ( sometimes you have to settle when it ' s your only option ) , i got through about half my kimchee before i found a piece of random lettuce accompanied by a far more disgusting , slimy , clearly bad piece of fish skin .","[('kimchee', 'food quality', 'negative', 'disgusting')]"
"my main concern was the sanity of the food that was being sent out to myself and others , but i would be lying is i said that as someone who has worked in restaurants since the age of fifteen i was expecting at least a minimal effort on the part of the restaurant to amend the situation .","[('food', 'food quality', 'negative', 'null')]"
none was made so i hung up .,"[('null', 'service general', 'negative', 'null')]"
less than three minutes passed before i found myself doubled over the toilet .,"[('null', 'food quality', 'negative', 'null')]"
"my girlfriend , being slightly more aggressive , and having been equally disgusted causing her to throw out the remainder of her barely eaten meal , called back only to be informed that i was probably wrong and that it was most likely an oyster , and that we were also blacklisted from their restaurant .","[('meal', 'food quality', 'negative', 'disgusted')]"
"it was n ' t as if this restaurant had any major bragging points before hand , but now it ' s simply repulsive .","[('restaurant', 'restaurant general', 'negative', 'repulsive')]"
gorgeous place ideal for a romantic dinner,"[('place', 'ambience general', 'positive', 'gorgeous')]"
i book a gorgeous white organza tent which included a four course prix fix menu which we enjoyed a lot .,"[('four course prix fix menu', 'food quality', 'positive', 'enjoyed')]"
i completely recommend casa la femme for any special occasion and to really impress your date .,"[('casa la femme', 'restaurant miscellaneous', 'positive', 'recommend')]"
more williamsburg garbage,"[('null', 'restaurant general', 'negative', 'null')]"
the dishes came out around 5 minutes apart .,"[('null', 'service general', 'negative', 'null')]"
"the bibimbap was average , but the stone bowl was n ' t even close to sizzling .","[('bibimbap', 'food quality', 'neutral', 'average')]"
too bad i had paid an extra $ 2 for the stone bowl .,"[('stone bowl', 'food prices', 'negative', 'bad')]"
the nakgi - bokum was horrible .,"[('nakgi - bokum', 'food quality', 'negative', 'horrible')]"
easily the worst stir - fried squid i ' ve ever tasted .,"[('stir - fried squid', 'food quality', 'negative', 'worst')]"
the sauce tasted more like chinese fast food than decent korean .,"[('sauce', 'food quality', 'negative', 'null')]"
"the side dishes were passable , and i did get a refill upon request .","[('side dishes', 'food quality', 'positive', 'passable')]"
the real problem i had with this place was the complete lack of service .,"[('service', 'service general', 'negative', 'lack of')]"
she just nodded and walked off .,"[('null', 'service general', 'negative', 'null')]"
"as to my comment about the food , no apology or acknowledgment was made .","[('null', 'service general', 'negative', 'null')]"
