text,annotations
it runs most of those apps and games beautifully and when combined with a ` ` logitech gamepad f310 ` ` you can play the games with a game controller !,"[('apps', 'software operation performance', 'positive', 'beautifully')]"
overall this is a home run purchase and i can ' t say enough good things about the asus c302 .,"[('asus c302', 'laptop general', 'positive', 'good')]"
"i mostly use it for playing a couple of games , surfing the web , managing my calendar / tasks lists , reading e - books , that sort of thing .","[('null', 'laptop operation performance', 'neutral', 'null')]"
"the keyboard is small , a little weird and takes some getting used to .","[('keyboard', 'keyboard design features', 'negative', 'small')]"
the keyboard is excellent ( and backlit ) .,"[('keyboard', 'keyboard general', 'positive', 'excellent')]"
the track pad is excellent .,"[('track pad', 'keyboard general', 'positive', 'excellent')]"
the screen is excellent .,"[('screen', 'display general', 'positive', 'excellent')]"
this laptop performs in every way .,"[('laptop', 'laptop operation performance', 'positive', 'null')]"
"it ' s light , but also has a good weight to it .","[('null', 'laptop design features', 'positive', 'light')]"
"- the touchscreen is very responsive , fast , and so far everything has scaled just fine during use","[('touchscreen', 'hardware operation performance', 'positive', 'responsive')]"
- the hinges are just perfect .,"[('hinges', 'hardware general', 'positive', 'perfect')]"
- the speakers are to the sides and not underneath so the sound isn ' t muffled when it ' s resting on something other than a flat surface,"[('speakers', 'multimedia devices design features', 'positive', 'null')]"
- this chromebook has access to the android beta channel for android apps,"[('chromebook', 'laptop design features', 'neutral', 'null')]"
"and because of the constant usage of higher brightness , the battery does drain faster .","[('battery', 'battery operation performance', 'negative', 'faster')]"
they both pick up oils and such pretty easily .,"[('null', 'display operation performance', 'negative', 'null')]"
"as for the asus , it is a wonderful laptop .","[('asus', 'laptop general', 'positive', 'wonderful')]"
i have had no issues with the track pad ; it works fine .,"[('track pad', 'keyboard operation performance', 'positive', 'fine')]"
i have not fully tested battery life but it seems to last about as long as advertised .,"[('battery life', 'battery operation performance', 'positive', 'null')]"
"one , the display is gorgeous ; watching video is a treat .","[('display', 'display operation performance', 'positive', 'gorgeous')]"
"however , there is screen glare , even in a normally lit room , not just a brightly lit room .","[('screen', 'display operation performance', 'negative', 'null')]"
"i think that the bezels are a smidge thick , but that actually makes perfect sense .","[('bezels', 'hardware design features', 'positive', 'perfect')]"
it ' s a real treat .,"[('null', 'laptop general', 'positive', 'treat')]"
"my use experience has been riddled with lag and jitteriness , although using the touchscreen for a moment sorts everything out .","[('touchscreen', 'hardware operation performance', 'positive', 'null')]"
"the speakers get plenty loud , but they start to sound pretty bad when turned up a little past half volume .","[('speakers', 'multimedia devices operation performance', 'positive', 'loud')]"
the core m3 allows this system to get fast and to stay quiet .,"[('core m3', 'cpu operation performance', 'positive', 'fast')]"
"sometimes , under heavy loads , the bottom of the c302 gets warm to the touch , but not to the point of pain .","[('c302', 'fans cooling quality', 'neutral', 'null')]"
"all the while , it provides one of the fastest web browsing experiences that i ' ve ever experienced .","[('web browsing', 'software operation performance', 'positive', 'fastest')]"
it will take years of bad programming to make this chromebook as slow as my last one got .,"[('chromebook', 'laptop operation performance', 'negative', 'bad')]"
2 ) the touchpad is way too wonky - asus needs to fix this asap .,"[('touchpad', 'hardware operation performance', 'negative', 'wonky')]"
"having had it for just over a month , i have to say i am thoroughly impressed by its versatility and how stable the os is .","[('os', 'os operation performance', 'positive', 'versatility')]"
"on a side note , there is a slight defect on my chromebook as there is some creaking and loose feeling when pressing on the bottom left side of my screen , this can be especially annoying in tablet mode .","[('chromebook', 'display quality', 'negative', 'defect')]"
"boot up is of course , almost instant .","[('boot up', 'os operation performance', 'positive', 'instant')]"
"- excellent keyboard in all aspects - feel , rigidity , and backlight","[('keyboard', 'keyboard general', 'positive', 'excellent')]"
- excellent build quality - aluminium case is solid and has a premium feel,"[('build quality', 'laptop quality', 'positive', 'excellent')]"
- perfect balance of speed and battery life,"[('battery life', 'battery operation performance', 'positive', 'perfect')]"
- my only real gripe is that i wish it was .,"[('null', 'laptop design features', 'negative', 'gripe')]"
"other than my hope that it would be light enough to use as a tablet all the time , this is the chromebook i ' ve been wanting for a long time now .","[('chromebook', 'laptop portability', 'negative', 'null')]"
"it ' s extremely useful as a laptop as well as , most of the time at least , a tablet .","[('laptop', 'laptop usability', 'positive', 'useful')]"
note : i bought a refurbished / ` ` damaged ` ` model from amazon and it ' s in absolutely flawless condition .,"[('model', 'laptop general', 'positive', 'flawless')]"
"pros : lightweight , fast , portable , great battery life ( 12 .","[('null', 'laptop design features', 'positive', 'lightweight')]"
the keyboard and mouse on the asus were frequently rated as good but those on the pixelbook were raved about .,"[('mouse', 'mouse general', 'positive', 'good')]"
the side mounted speakers are clear .,"[('side mounted speakers', 'multimedia devices quality', 'positive', 'clear')]"
the battery life is not anywhere near the advertised 8 hours .,"[('battery life', 'battery operation performance', 'negative', 'null')]"
the design and style is topnotch .,"[('design', 'laptop design features', 'positive', 'topnotch')]"
"boot speed : likewise , very fast -","[('null', 'os operation performance', 'positive', 'fast')]"
many android apps work conditionally : e .,"[('android apps', 'software operation performance', 'positive', 'null')]"
battery life is phenomenal again .,"[('battery life', 'battery operation performance', 'positive', 'phenomenal')]"
"the keyboard is fully sized and comfortable , the key travel is good with great action , backlighting is enough and adaptive .","[('keyboard', 'keyboard design features', 'positive', 'fully sized')]"
- the aluminum build is firm and solid without feeling cheap .,"[('aluminum build', 'laptop quality', 'positive', 'firm')]"
- the screen is great in all aspects .,"[('screen', 'display general', 'positive', 'great')]"
- performance is solid for chromebook use .,"[('chromebook', 'laptop operation performance', 'positive', 'solid')]"
- battery life is great .,"[('battery life', 'battery general', 'positive', 'great')]"
everything is either good or excellent in quality .,"[('null', 'laptop quality', 'positive', 'good')]"
- screen brightness is generally ` ` enough ` ` but maybe not enough for watching dark movies in bright lights .,"[('screen brightness', 'display operation performance', 'negative', 'null')]"
- speakers can ` ` chatter ` ` after playing youtube videos for a long period of time .,"[('speakers', 'multimedia devices operation performance', 'negative', 'null')]"
